Index-Category,Organization,Person
Political Parties,Socialist Party,"Kirkpatrick, George R."
Political Parties,Socialist Party,"Klein, Gertrude W."
Political Parties,Socialist Party,"Krieghoff, William L."
Political Parties,Socialist Party,"Laidler, Harry W."
Political Parties,Socialist Party,"Lavanier, Frank J."
Political Parties,Socialist Party,"Lee, Algernon"
Political Parties,Socialist Party,"Levinson, Edward,"
Political Parties,Socialist Party,"Lewis, Alfred B."
Political Parties,Socialist Party,"Lewis, Lena M."
Political Parties,Socialist Party,"Lewis, Marx"
Political Parties,Socialist Party,"London, Meyer,"
Political Parties,Socialist Party,"Magill, Ross"
Political Parties,Socialist Party,"Mailly, Bertha H."
Political Parties,Socialist Party,"Maurer, James H."
Political Parties,Socialist Party,"McGowan, Pat. A."
Political Parties,Socialist Party,"Melms, Edmund T."
Political Parties,Socialist Party,"Merrill, Herbert M."
Political Parties,Socialist Party,"Metcalfe, Frank B."
Political Parties,Socialist Party,Novik. Morris
Political Parties,Socialist Party,O'Hare. Kate R.
Political Parties,Socialist Party,"Oneal, James"
Political Parties,Socialist Party,"Oppenhelmer, Moses"
Political Parties,Socialist Party,Pankcn. Jacob
Political Parties,Socialist Party,"Parker, Aarme J."
Political Parties,Socialist Party,"Passage, Wm. W."
Political Parties,Socialist Party,"Pogorelec, Charles"
Political Parties,Socialist Party,"Reivo, William N."
Political Parties,Socialist Party,"Roewer, George E. Jr."
Political Parties,Socialist Party,"Schwarting, Fred. A."
Political Parties,Socialist Party,"Seidel, Emil"
Political Parties,Socialist Party,Sharts. Joseph W.
Political Parties,Socialist Party,"Sissman, Peter"
Political Parties,Socialist Party,"Smiley, James L."
Political Parties,Socialist Party,"Smith, Morgan A."
Political Parties,Socialist Party,Snow. W. R.
Political Parties,Socialist Party,"Solomon, Charles,"
Political Parties,Socialist Party,"Solomon, Usher"
Political Parties,Socialist Party,"Stark, Sidney"
Political Parties,Socialist Party,"Strobell, George H."
Political Parties,Socialist Party,"Thomas, Norman M."
Political Parties,Socialist Party,"Tokoi, Oskari"
Political Parties,Socialist Party,"Tuvim, Abraham"
Political Parties,Socialist Party,"Untermann, Ernest"
Political Parties,Socialist Party,"Valenti, Girolamo"
Political Parties,Socialist Party,"Van Vechten, H. B."
Political Parties,Socialist Party,"Viadeck, B. Charney."
Political Parties,Socialist Party,"Waldman. Louis,"
Political Parties,Socialist Party,"White, Bertha H."
Political Parties,Socialist Party,Wilson. Birch
Political Parties,Socialist Party,"Work, John M."
Political Parties,Socialist Party,"Young, Sam"
Political Parties,Socialist Party,"Zaitz, Frank"
Political Parties,Workers' Party,"Abern, Martin"
Political Parties,Workers' Party,"Bedacht, Max"
Political Parties,Workers' Party,"Bittelman, Alexander"
Political Parties,Workers' Party,"Browder, Earl R."
Political Parties,Workers' Party,"Burman, Fahle"
Political Parties,Workers' Party,"Cannon, James P."
Political Parties,Workers' Party,"Chryssos, Ellis"
Political Parties,Workers' Party,"De Leon, Solon."
Political Parties,Workers' Party,"Dozenberg, Nicholas"
Political Parties,Workers' Party,"Envdahl, John L."
Political Parties,Workers' Party,"Foster, William Z."
Political Parties,Workers' Party,"George, Harrison"
Political Parties,Workers' Party,"Gitlow, Benjamin"
Political Parties,Workers' Party,"Hammersmark, Sam. T."
Political Parties,Workers' Party,"Hathaway, C. A."
Political Parties,Workers' Party,Kaplan. Nat
Political Parties,Workers' Party,Knutson. Alfred
Political Parties,Workers' Party,Krumbein. Charles
Political Parties,Workers' Party,Lambkin. Cyril
Political Parties,Workers' Party,Lindgren. Edward I.
Political Parties,Workers' Party,"Loeb, Moritz"
Political Parties,Workers' Party,"Lore, Ludwig"
Political Parties,Workers' Party,"Lovestone, Jay"
Political Parties,Workers' Party,"Manley, Joseph"
Political Parties,Workers' Party,"Minor, Robert"
Political Parties,Workers' Party,"Olgin, Moissaye J."
Political Parties,Workers' Party,"Owens, Edgar"
Political Parties,Workers' Party,"Owens, Gordon W."
Political Parties,Workers' Party,Podulski. Joseph
Political Parties,Workers' Party,"Reeve, Karl M."
Political Parties,Workers' Party,"Rosen, Morris"
Political Parties,Workers' Party,"Ruthenberg, Charles E."
Political Parties,Workers' Party,Schachtman. Max
Political Parties,Workers' Party,"Stokes, Rose P."
Political Parties,Workers' Party,"Swabeck, Arne"
Political Parties,Workers' Party,"Trachtenberg, Alex"
Political Parties,Workers' Party,Vaclav. Abraham
Political Parties,Workers' Party,"Wairenknecht, Alfred"
Political Parties,Workers' Party,Welnatone. Wm. W.
Political Parties,Workers' Party,"Weisbord, Albert."
Political Parties,Workers' Party,Wicks. H. M.
Political Parties,Workers' Party,"Williamson, John"
Political Parties,Workers' Party,"Winitsky, Harry M."
Miscellaneous Groups,Impartial Arbitrators,"Barnes, Charles B."
Miscellaneous Groups,Impartial Arbitrators,"Doyle, Peter A."
Miscellaneous Groups,Impartial Arbitrators,"Leuerson, William M."
Miscellaneous Groups,Impartial Arbitrators,"Magnes, Judah L."
Miscellaneous Groups,Impartial Arbitrators,"Newdick, Edwin W."
Miscellaneous Groups,Artists and Cartoonists,"Baer, John M."
Miscellaneous Groups,Artists and Cartoonists,"Chaplin, Ralph H."
Miscellaneous Groups,Artists and Cartoonists,"Gellert, Hugo"
Miscellaneous Groups,Artists and Cartoonists,"Gropper, William V."
Miscellaneous Groups,Artists and Cartoonists,"Hine, L. W."
Miscellaneous Groups,Artists and Cartoonists,Minor. Robert
Miscellaneous Groups,Artists and Cartoonists,"Pogany, Willy"
Miscellaneous Groups,Artists and Cartoonists,"Robinson, Boardman"
Miscellaneous Groups,Artists and Cartoonists,"Walker, Ryan"
Miscellaneous Groups,Artists and Cartoonists,"Young, Art"
Miscellaneous Groups,Clergymen,"Bigelow, Herbert"
Miscellaneous Groups,Clergymen,"Holmes, John H."
Miscellaneous Groups,Clergymen,"Howell, Clarence V."
Miscellaneous Groups,Clergymen,Jones. Paul
Miscellaneous Groups,Clergymen,"Lackland, George S."
Miscellaneous Groups,Clergymen,"McGowan, R. A."
Miscellaneous Groups,Clergymen,Ryan. John A.
Miscellaneous Groups,Clergymen,"Smiley, James L."
Miscellaneous Groups,Clergymen,"Ward, Harry F."
Miscellaneous Groups,Cooperative Movement,"Afros, Jacob L."
Miscellaneous Groups,Cooperative Movement,"Alanne, Vieno S."
Miscellaneous Groups,Cooperative Movement,"Arnold, Mary E."
Miscellaneous Groups,Cooperative Movement,"Bower, Andrew P."
Miscellaneous Groups,Cooperative Movement,"Brookhart, S. W."
Miscellaneous Groups,Cooperative Movement,Cheel. Mabel W.
Miscellaneous Groups,Cooperative Movement,"Closser, W. H."
Miscellaneous Groups,Cooperative Movement,"John, Hyman I."
Miscellaneous Groups,Cooperative Movement,"Coleman, James C."
Miscellaneous Groups,Cooperative Movement,"Coombs, Caro D."
Miscellaneous Groups,Cooperative Movement,Cotterill. A. E.
Miscellaneous Groups,Cooperative Movement,"Ellenport, Harry"
Miscellaneous Groups,Cooperative Movement,"Endres, Otto L."
Miscellaneous Groups,Cooperative Movement,"Harris, Emerson P."
Miscellaneous Groups,Cooperative Movement,"Harwood, Fred"
Miscellaneous Groups,Cooperative Movement,"Johnson, Magnus"
Miscellaneous Groups,Cooperative Movement,"Johnson, Swan M."
Miscellaneous Groups,Cooperative Movement,"Kelly, Harry"
Miscellaneous Groups,Cooperative Movement,Kennedy. George L.
Miscellaneous Groups,Cooperative Movement,Kraus. William A.
Miscellaneous Groups,Cooperative Movement,"Liukku, Jacob"
Miscellaneous Groups,Cooperative Movement,"Long, Cedric"
Miscellaneous Groups,Cooperative Movement,"McGowan, R. A."
Miscellaneous Groups,Cooperative Movement,"Moerth, Peter"
Miscellaneous Groups,Cooperative Movement,"Nelson, Arvid"
Miscellaneous Groups,Cooperative Movement,Nelson. William
Miscellaneous Groups,Cooperative Movement,"Niemela, Waldemar"
Miscellaneous Groups,Cooperative Movement,"Nordby, Harold I."
Miscellaneous Groups,Cooperative Movement,"Kurmi, Henry V."
Miscellaneous Groups,Cooperative Movement,"Oliver, Eli"
Miscellaneous Groups,Cooperative Movement,"Rappaport, Harry"
Miscellaneous Groups,Cooperative Movement,"Bonn, Eskel O."
Miscellaneous Groups,Cooperative Movement,Shanks. Roy
Miscellaneous Groups,Cooperative Movement,"Solem, Edward"
Miscellaneous Groups,Cooperative Movement,"Sonnichsen, Albert"
Miscellaneous Groups,Cooperative Movement,"Stolinsky, Aaron"
Miscellaneous Groups,Cooperative Movement,"Tenhunen, Matti"
Miscellaneous Groups,Cooperative Movement,"Thompson, Carl D."
Miscellaneous Groups,Cooperative Movement,"Walker, John H."
Miscellaneous Groups,Cooperative Movement,"Warbasse, Agnes D."
Miscellaneous Groups,Cooperative Movement,"Warbasse, James P."
Miscellaneous Groups,Cooperative Movement,"Warriner, Allen W."
Miscellaneous Groups,Cooperative Movement,"Woodcock, Leslie E."
Miscellaneous Groups,Farmers' Organizations,"Andrews, Hiram W."
Miscellaneous Groups,Farmers' Organizations,"Baker, Herbert F."
Miscellaneous Groups,Farmers' Organizations,Bouck. Wm. M.
Miscellaneous Groups,Farmers' Organizations,"Brookhart, S. W."
Miscellaneous Groups,Farmers' Organizations,"Cofltey, S. H."
Miscellaneous Groups,Farmers' Organizations,"Cotterill, A. E."
Miscellaneous Groups,Farmers' Organizations,"Fitzwater, W."
Miscellaneous Groups,Farmers' Organizations,"Fraley, Fred J."
Miscellaneous Groups,Farmers' Organizations,"Frazier, Lynn J."
Miscellaneous Groups,Farmers' Organizations,"Goss, Albert S."
Miscellaneous Groups,Farmers' Organizations,"Green, William H."
Miscellaneous Groups,Farmers' Organizations,"Hilliard, Andrew M."
Miscellaneous Groups,Farmers' Organizations,"Johnson, Magnus"
Miscellaneous Groups,Farmers' Organizations,"Lanadon, Wm. C."
Miscellaneous Groups,Farmers' Organizations,"Marsh, Ben. C."
Miscellaneous Groups,Farmers' Organizations,"Meitzun, Ernest R."
Miscellaneous Groups,Farmers' Organizations,"Shipstead, Henrik"
Miscellaneous Groups,Farmers' Organizations,"Stone. Rufus, W. H."
Miscellaneous Groups,Farmers' Organizations,"Thompson, James C."
Miscellaneous Groups,Farmers' Organizations,"Warren, John E."
Miscellaneous Groups,Farmers' Organizations,"Wefald, Knud"
Miscellaneous Groups,Fellowship of Reconciliation,"Collins, George L."
Miscellaneous Groups,Fellowship of Reconciliation,"Howell, Clarence V."
Miscellaneous Groups,Fellowship of Reconciliation,"Hughan, Jessie W."
Miscellaneous Groups,Fellowship of Reconciliation,"Hutchins, Grace,"
Miscellaneous Groups,Fellowship of Reconciliation,"Jones, Paul"
Miscellaneous Groups,Fellowship of Reconciliation,"Rochester, Anna"
Miscellaneous Groups,Fellowship of Reconciliation,"Seaver, Edwin"
Miscellaneous Groups,International Brotherhood Welfare Association,"How, James E."
Miscellaneous Groups,International Brotherhood Welfare Association,"Roach, Dominick"
Miscellaneous Groups,Journalists and Writers,"Adames, William J."
Miscellaneous Groups,Journalists and Writers,"Aine, Kalle"
Miscellaneous Groups,Journalists and Writers,"Allen, Devere"
Miscellaneous Groups,Journalists and Writers,"Ameringer, Oscar"
Miscellaneous Groups,Journalists and Writers,"Amter, Israel"
Miscellaneous Groups,Journalists and Writers,Aremls. Henry
Miscellaneous Groups,Journalists and Writers,"Atherton, Charles R."
Miscellaneous Groups,Journalists and Writers,"Ault, Erwin B."
Miscellaneous Groups,Journalists and Writers,"Austin, Thomas A."
Miscellaneous Groups,Journalists and Writers,"Baine, Charles L."
Miscellaneous Groups,Journalists and Writers,"Baskin, Joseph"
Miscellaneous Groups,Journalists and Writers,"Basky, Louis"
Miscellaneous Groups,Journalists and Writers,"Bait, Dennis E."
Miscellaneous Groups,Journalists and Writers,"Bedacht, Max"
Miscellaneous Groups,Journalists and Writers,"Belair, Felix J."
Miscellaneous Groups,Journalists and Writers,"Bellanca, Frank M."
Miscellaneous Groups,Journalists and Writers,"Bennett, Martin T."
Miscellaneous Groups,Journalists and Writers,Eerenberg. David P.
Miscellaneous Groups,Journalists and Writers,"Berger, Victor L."
Miscellaneous Groups,Journalists and Writers,Bergstrom Carl
Miscellaneous Groups,Journalists and Writers,"Bertelli, Giuseppe"
Miscellaneous Groups,Journalists and Writers,Bittelman. Alexander
Miscellaneous Groups,Journalists and Writers,"Blake, Will T."
Miscellaneous Groups,Journalists and Writers,"Bland, L. D."
Miscellaneous Groups,Journalists and Writers,"Blankenhorn, H."
Miscellaneous Groups,Journalists and Writers,"Blanshard, Paul."
Miscellaneous Groups,Journalists and Writers,"Bloom, John H."
Miscellaneous Groups,Journalists and Writers,Boudin. Louis B.
Miscellaneous Groups,Journalists and Writers,"Browder, Earl R."
Miscellaneous Groups,Journalists and Writers,"Brubaker, H."
Miscellaneous Groups,Journalists and Writers,"Bruck, James"
Miscellaneous Groups,Journalists and Writers,Buck. Robert M.
Miscellaneous Groups,Journalists and Writers,"Buckley, Mark A."
Miscellaneous Groups,Journalists and Writers,"Budenz, Louis F."
Miscellaneous Groups,Journalists and Writers,"Budish, Jacob M."
Miscellaneous Groups,Journalists and Writers,"Bugniazet, G. M."
Miscellaneous Groups,Journalists and Writers,"Burns, Matthew J."
Miscellaneous Groups,Journalists and Writers,Byrne. James M.
Miscellaneous Groups,Journalists and Writers,"Cahn, Abraham"
Miscellaneous Groups,Journalists and Writers,"Carney, Jack,"
Miscellaneous Groups,Journalists and Writers,"Curruth, Oliver E."
Miscellaneous Groups,Journalists and Writers,"Casey, James B."
Miscellaneous Groups,Journalists and Writers,"Cease, Daniel L."
Miscellaneous Groups,Journalists and Writers,"Chamberlain, E. R."
Miscellaneous Groups,Journalists and Writers,"Chanin, Nathan"
Miscellaneous Groups,Journalists and Writers,"Chaplin, Ralph H."
Miscellaneous Groups,Journalists and Writers,"Chase, Stuart"
Miscellaneous Groups,Journalists and Writers,"Chryssos, Ellis"
Miscellaneous Groups,Journalists and Writers,"Chumley, Leland S."
Miscellaneous Groups,Journalists and Writers,"Clark, Evans,"
Miscellaneous Groups,Journalists and Writers,"Coates, Edward"
Miscellaneous Groups,Journalists and Writers,"Cohen, Joseph E."
Miscellaneous Groups,Journalists and Writers,"Coleman, Frank J."
Miscellaneous Groups,Journalists and Writers,"Coleman, McAlister"
Miscellaneous Groups,Journalists and Writers,"Commons, John R."
Miscellaneous Groups,Journalists and Writers,"Coyle, Albert F."
Miscellaneous Groups,Journalists and Writers,Crouch-Hazlett I.
Miscellaneous Groups,Journalists and Writers,"Danish, Max D."
Miscellaneous Groups,Journalists and Writers,"Davis, Ben"
Miscellaneous Groups,Journalists and Writers,"Dechend, Harry"
Miscellaneous Groups,Journalists and Writers,"DeFord, Miriam A."
Miscellaneous Groups,Journalists and Writers,"De Leon, Solon"
Miscellaneous Groups,Journalists and Writers,"Dell, Floyd"
Miscellaneous Groups,Journalists and Writers,Dill. Augustus G.
Miscellaneous Groups,Journalists and Writers,"Donahue, Edward J."
Miscellaneous Groups,Journalists and Writers,"Dowing, Mortimer."
Miscellaneous Groups,Journalists and Writers,"Downie, Thomas R."
Miscellaneous Groups,Journalists and Writers,"Dozenberg, Nicholas"
Miscellaneous Groups,Journalists and Writers,"Dreifuss, Adolf"
Miscellaneous Groups,Journalists and Writers,"DuBois, W. E. B."
Miscellaneous Groups,Journalists and Writers,"Dunne, William F."
Miscellaneous Groups,Journalists and Writers,"Dunwody, T. E."
Miscellaneous Groups,Journalists and Writers,"Durocher, Leon,"
Miscellaneous Groups,Journalists and Writers,"Ebert, Justus"
Miscellaneous Groups,Journalists and Writers,"Eckroth, George C."
Miscellaneous Groups,Journalists and Writers,"Edelman, Oscar K."
Miscellaneous Groups,Journalists and Writers,"Engdahl, John L."
Miscellaneous Groups,Journalists and Writers,"Ervin, Charles W."
Miscellaneous Groups,Journalists and Writers,"Fear, Charles W."
Miscellaneous Groups,Journalists and Writers,Feeney. Frank
Miscellaneous Groups,Journalists and Writers,"Feigenbaum, Ben"
Miscellaneous Groups,Journalists and Writers,"Feigenbaum, W. M."
Miscellaneous Groups,Journalists and Writers,"Finnson, Finnur"
Miscellaneous Groups,Journalists and Writers,"Fitch, John A."
Miscellaneous Groups,Journalists and Writers,"Fitzgerald, John B."
Miscellaneous Groups,Journalists and Writers,Flynn. Michael J.
Miscellaneous Groups,Journalists and Writers,Fraley. Fred J.
Miscellaneous Groups,Journalists and Writers,Freeman. Joseph.
Miscellaneous Groups,Journalists and Writers,"Fremming, H. C."
Miscellaneous Groups,Journalists and Writers,"Frey, John P."
Miscellaneous Groups,Journalists and Writers,"Frisina, Ettore."
Miscellaneous Groups,Journalists and Writers,"Gafney, Thomas M."
Miscellaneous Groups,Journalists and Writers,"Gainor, Edward J."
Miscellaneous Groups,Journalists and Writers,"Geliebter, Philip."
Miscellaneous Groups,Journalists and Writers,George. Harrison
Miscellaneous Groups,Journalists and Writers,"Giovannitti, Arturo"
Miscellaneous Groups,Journalists and Writers,"Gitlow, Benjamin"
Miscellaneous Groups,Journalists and Writers,"Gleeser, Carl H."
Miscellaneous Groups,Journalists and Writers,"Gluski, Hipolit"
Miscellaneous Groups,Journalists and Writers,"Gold, Michael"
Miscellaneous Groups,Journalists and Writers,"Goldsmith, Isadore"
Miscellaneous Groups,Journalists and Writers,"Goldstein, Samuel"
Miscellaneous Groups,Journalists and Writers,"Green, William H."
Miscellaneous Groups,Journalists and Writers,"Haessler, Carl"
Miscellaneous Groups,Journalists and Writers,"Halbmeier, Carl"
Miscellaneous Groups,Journalists and Writers,"Hall, Florence S."
Miscellaneous Groups,Journalists and Writers,"Halonen, George"
Miscellaneous Groups,Journalists and Writers,Hamilton. W. H.
Miscellaneous Groups,Journalists and Writers,"Hammeramark, Sam. T."
Miscellaneous Groups,Journalists and Writers,"Hansen, Charles A."
Miscellaneous Groups,Journalists and Writers,"Hansome, Marius"
Miscellaneous Groups,Journalists and Writers,"Hapgood, Powers"
Miscellaneous Groups,Journalists and Writers,"Hardman, J. B. S."
Miscellaneous Groups,Journalists and Writers,"Harmon, Ralph LeV."
Miscellaneous Groups,Journalists and Writers,"Harris, Emerson P."
Miscellaneous Groups,Journalists and Writers,"Hayes, Alvar J."
Miscellaneous Groups,Journalists and Writers,"Hayes, Max S."
Miscellaneous Groups,Journalists and Writers,"Hedges, M. H."
Miscellaneous Groups,Journalists and Writers,Henry. Alice
Miscellaneous Groups,Journalists and Writers,Hesketh. Robert B.
Miscellaneous Groups,Journalists and Writers,"Hewitt, Fred"
Miscellaneous Groups,Journalists and Writers,"Hines, Edward J."
Miscellaneous Groups,Journalists and Writers,"Hoehn, Gottlieb A."
Miscellaneous Groups,Journalists and Writers,"Hogan, Dan"
Miscellaneous Groups,Journalists and Writers,Hogan. Freda
Miscellaneous Groups,Journalists and Writers,Houston. C. C.
Miscellaneous Groups,Journalists and Writers,"Howe, Frederic C."
Miscellaneous Groups,Journalists and Writers,"Hyatt, Gilbert E."
Miscellaneous Groups,Journalists and Writers,Iglesias. Santiago
Miscellaneous Groups,Journalists and Writers,Johnson. Olive M.
Miscellaneous Groups,Journalists and Writers,"Jones, Harry"
Miscellaneous Groups,Journalists and Writers,"Keating, Edward"
Miscellaneous Groups,Journalists and Writers,"Keating, Joseph"
Miscellaneous Groups,Journalists and Writers,"Kellogg, Paul U."
Miscellaneous Groups,Journalists and Writers,"Kiehn, Charles"
Miscellaneous Groups,Journalists and Writers,"King, Cameron H."
Miscellaneous Groups,Journalists and Writers,"Kirkpatrick, George R."
Miscellaneous Groups,Journalists and Writers,"Klein, Gertrude W."
Miscellaneous Groups,Journalists and Writers,"Krepps, Forrest M."
Miscellaneous Groups,Journalists and Writers,"Kucharska, S."
Miscellaneous Groups,Journalists and Writers,"Laidier, Harry W."
Miscellaneous Groups,Journalists and Writers,"Laitinen, Yrjo"
Miscellaneous Groups,Journalists and Writers,"Lane, Winthrop D."
Miscellaneous Groups,Journalists and Writers,"Lefkowitz, Abraham"
Miscellaneous Groups,Journalists and Writers,"Levine, Louis"
Miscellaneous Groups,Journalists and Writers,"Levinson, Edward"
Miscellaneous Groups,Journalists and Writers,"Lewis, Lena M."
Miscellaneous Groups,Journalists and Writers,"Lloyd, Caro"
Miscellaneous Groups,Journalists and Writers,Lochray. Joseph A.
Miscellaneous Groups,Journalists and Writers,"Lore, Ludwig"
Miscellaneous Groups,Journalists and Writers,"Lovestone, Jay"
Miscellaneous Groups,Journalists and Writers,"MacKenzie, Fred. W."
Miscellaneous Groups,Journalists and Writers,Mahoney. William.
Miscellaneous Groups,Journalists and Writers,"Makela, George A."
Miscellaneous Groups,Journalists and Writers,"Manion, Edward J."
Miscellaneous Groups,Journalists and Writers,"Martin, Marshall W."
Miscellaneous Groups,Journalists and Writers,Massari. Vincent
Miscellaneous Groups,Journalists and Writers,"McCormick, William E."
Miscellaneous Groups,Journalists and Writers,"McCullough, Theo. W."
Miscellaneous Groups,Journalists and Writers,"Mcllveen, Joseph"
Miscellaneous Groups,Journalists and Writers,"McKillips, B. L."
Miscellaneous Groups,Journalists and Writers,"McNamee, John F."
Miscellaneous Groups,Journalists and Writers,"Meitzen, Ernest R."
Miscellaneous Groups,Journalists and Writers,"Meinikow, H. P."
Miscellaneous Groups,Journalists and Writers,"Miller, Hugo"
Miscellaneous Groups,Journalists and Writers,"Miller, Spencer, Jr."
Miscellaneous Groups,Journalists and Writers,Mills. Walter T.
Miscellaneous Groups,Journalists and Writers,"Mills, Worden H."
Miscellaneous Groups,Journalists and Writers,"Minor, Robert"
Miscellaneous Groups,Journalists and Writers,"Moilanen, Lauri"
Miscellaneous Groups,Journalists and Writers,"Molek, John"
Miscellaneous Groups,Journalists and Writers,"Moore, L. H."
Miscellaneous Groups,Journalists and Writers,"Moran, Edward J."
Miscellaneous Groups,Journalists and Writers,"Morgan, James"
Miscellaneous Groups,Journalists and Writers,"Morrin, Paul J."
Miscellaneous Groups,Journalists and Writers,"Moseicy, Charles A."
Miscellaneous Groups,Journalists and Writers,"Mountford, Harry"
Miscellaneous Groups,Journalists and Writers,"Mullen, Jas. W."
Miscellaneous Groups,Journalists and Writers,"Murphy, Joseph, N. T."
Miscellaneous Groups,Journalists and Writers,Nearing. Scott
Miscellaneous Groups,Journalists and Writers,"Nelson, Arvid"
Miscellaneous Groups,Journalists and Writers,Novik. Morris
Miscellaneous Groups,Journalists and Writers,"Novotny, Tony"
Miscellaneous Groups,Journalists and Writers,"O'Connor, Harvey"
Miscellaneous Groups,Journalists and Writers,"O'Dwyer, Donagh F."
Miscellaneous Groups,Journalists and Writers,"Olds, Leland"
Miscellaneous Groups,Journalists and Writers,"Olgin, Moissaye J."
Miscellaneous Groups,Journalists and Writers,"Oneal, James,"
Miscellaneous Groups,Journalists and Writers,"Oppenheimer. Moses,"
Miscellaneous Groups,Journalists and Writers,"Owen, Chandier"
Miscellaneous Groups,Journalists and Writers,"Palmer, Frank LaV."
Miscellaneous Groups,Journalists and Writers,"Palmer, Russell"
Miscellaneous Groups,Journalists and Writers,"Paulsen, Paul J."
Miscellaneous Groups,Journalists and Writers,"Pease, Frank H."
Miscellaneous Groups,Journalists and Writers,"Perkins, George W."
Miscellaneous Groups,Journalists and Writers,"Pinski, David"
Miscellaneous Groups,Journalists and Writers,"Purdy, Vic. L."
Miscellaneous Groups,Journalists and Writers,"Quinlan, Patrick L."
Miscellaneous Groups,Journalists and Writers,"Randolph, Asa P."
Miscellaneous Groups,Journalists and Writers,"Raushenbush, H. S."
Miscellaneous Groups,Journalists and Writers,"Reeve, Karl M."
Miscellaneous Groups,Journalists and Writers,"Reiss, George J."
Miscellaneous Groups,Journalists and Writers,"Richbers, Donald R."
Miscellaneous Groups,Journalists and Writers,"Rochester, Anna."
Miscellaneous Groups,Journalists and Writers,"Rosebury, Aaron"
Miscellaneous Groups,Journalists and Writers,"Saltus, Freeman M."
Miscellaneous Groups,Journalists and Writers,"Sanial, Lucien D."
Miscellaneous Groups,Journalists and Writers,"Saralieff, Stoyon S."
Miscellaneous Groups,Journalists and Writers,"Schilling, George A."
Miscellaneous Groups,Journalists and Writers,"Schlesinger, Benjamin"
Miscellaneous Groups,Journalists and Writers,"Schlossberu, Joseph"
Miscellaneous Groups,Journalists and Writers,"Scudder, Vida D."
Miscellaneous Groups,Journalists and Writers,"Searles, Ellis"
Miscellaneous Groups,Journalists and Writers,"Seaver, Edwin"
Miscellaneous Groups,Journalists and Writers,"Shachtman, Max"
Miscellaneous Groups,Journalists and Writers,"Sharts, Joseph"
Miscellaneous Groups,Journalists and Writers,"Shields, T. Arthur"
Miscellaneous Groups,Journalists and Writers,"Shipley, Joseph T."
Miscellaneous Groups,Journalists and Writers,"Shipley, Maynard"
Miscellaneous Groups,Journalists and Writers,"Short, William M."
Miscellaneous Groups,Journalists and Writers,"Sinclair, Upton"
Miscellaneous Groups,Journalists and Writers,"Smallwood, Jos. R."
Miscellaneous Groups,Journalists and Writers,"Smith, Vern R."
Miscellaneous Groups,Journalists and Writers,"Solomon, Usher."
Miscellaneous Groups,Journalists and Writers,"Sonnichsen, Albert"
Miscellaneous Groups,Journalists and Writers,"Soule, Geo. H., Jr."
Miscellaneous Groups,Journalists and Writers,"Steiner, Robert"
Miscellaneous Groups,Journalists and Writers,"Stokes, Rose Pastor"
Miscellaneous Groups,Journalists and Writers,"Stolberg, Benjamin"
Miscellaneous Groups,Journalists and Writers,"Stolinsky, Aaron"
Miscellaneous Groups,Journalists and Writers,"Stump, John H."
Miscellaneous Groups,Journalists and Writers,"Sweeney, Thomas"
Miscellaneous Groups,Journalists and Writers,"Taylor, C. O."
Miscellaneous Groups,Journalists and Writers,"Thomas, Norman M."
Miscellaneous Groups,Journalists and Writers,"Thompson, Carl D."
Miscellaneous Groups,Journalists and Writers,"Thompson, Willard H."
Miscellaneous Groups,Journalists and Writers,"Tippett, Thomas"
Miscellaneous Groups,Journalists and Writers,"Todd, Lawrence"
Miscellaneous Groups,Journalists and Writers,"Tokoi, Oskari"
Miscellaneous Groups,Journalists and Writers,"Tracy, William"
Miscellaneous Groups,Journalists and Writers,"Tresca, Carlo"
Miscellaneous Groups,Journalists and Writers,"Tulloch, Ethel E."
Miscellaneous Groups,Journalists and Writers,"Untermann, Ernest"
Miscellaneous Groups,Journalists and Writers,"Vaclav, Abraham,"
Miscellaneous Groups,Journalists and Writers,"Van Lear, Thomas"
Miscellaneous Groups,Journalists and Writers,"Van Vechten, H. B."
Miscellaneous Groups,Journalists and Writers,"Vladeck, B. Charney,"
Miscellaneous Groups,Journalists and Writers,"Walling, Wm. E."
Miscellaneous Groups,Journalists and Writers,"Walsh, Ed. James"
Miscellaneous Groups,Journalists and Writers,"Warbasse, Agnes D."
Miscellaneous Groups,Journalists and Writers,"Warbasse, James P."
Miscellaneous Groups,Journalists and Writers,"Warfield, Miles S."
Miscellaneous Groups,Journalists and Writers,"Weinzweig, irving,"
Miscellaneous Groups,Journalists and Writers,"Welch, John F."
Miscellaneous Groups,Journalists and Writers,"Wentworth, E. C."
Miscellaneous Groups,Journalists and Writers,"Wicks, Harry M."
Miscellaneous Groups,Journalists and Writers,"Williams, Robert G."
Miscellaneous Groups,Journalists and Writers,"Woll, Matthew"
Miscellaneous Groups,Journalists and Writers,"Work, John M."
Miscellaneous Groups,Journalists and Writers,"Woulf, John A."
Miscellaneous Groups,Journalists and Writers,"Wright, Chester M."
Miscellaneous Groups,Journalists and Writers,"Yanofsky, Saul,"
Miscellaneous Groups,Journalists and Writers,"Zaitz, Frank"
Miscellaneous Groups,Journalists and Writers,"Zamfirescu, Nicholas C."
Miscellaneous Groups,Journalists and Writers,"Ziegler, Philip E."
Miscellaneous Groups,Journalists and Writers,"Zimand, Savel"
Miscellaneous Groups,Journalists and Writers,"Zimrring, Ofsha"
Miscellaneous Groups,Journalists and Writers,"Zorn, Julius,"
